hs6,name,,,,,,,,,,,,,
600624,Knitted/crocheted fabrics,,,,,,,,,,,,,
600631,Knitted/crocheted fabrics,,,,,,,,,,,,,
600632,Knitted/crocheted fabrics,,,,,,,,,,,,,
600633,Knitted/crocheted fabrics,,,,,,,,,,,,,
600634,Knitted/crocheted fabrics,,,,,,,,,,,,,
600641,Knitted/crocheted fabrics,,,,,,,,,,,,,
600642,Knitted/crocheted fabrics,,,,,,,,,,,,,
600643,Knitted/crocheted fabrics,,,,,,,,,,,,,
600644,Knitted/crocheted fabrics,,,,,,,,,,,,,
600690,Knitted/crocheted fabrics,,,,,,,,,,,,,
610120,Men's/boys' overcoats,,,,,,,,,,,,,
610130,Men's/boys' overcoats,,,,,,,,,,,,,
610190,Men's/boys' overcoats,,,,,,,,,,,,,
610210,Women's/girls' overcoats,,,,,,,,,,,,,
610220,Women's/girls' overcoats,,,,,,,,,,,,,
610230,Women's/girls' overcoats,,,,,,,,,,,,,
610290,Women's/girls' overcoats,,,,,,,,,,,,,
610310,Men's/boys' suits,,,,,,,,,,,,,
610322,Men's/boys' ensembles,,,,,,,,,,,,,
610323,Men's/boys' ensembles,,,,,,,,,,,,,
610329,Men's/boys' ensembles,,,,,,,,,,,,,
610331,Men's/boys' ensembles,,,,,,,,,,,,,
610332,Men's/boys' jackets & blazers,,,,,,,,,,,,,
610333,Men's/boys' jackets & blazers,,,,,,,,,,,,,
610339,Men's/boys' jackets & blazers,,,,,,,,,,,,,
610341,Men's/boys' trousers,,,,,,,,,,,,,
610342,Men's/boys' trousers,,,,,,,,,,,,,
610343,Men's/boys' trousers,,,,,,,,,,,,,
610349,Men's/boys' trousers,,,,,,,,,,,,,
610413,Women's/girls' suits,,,,,,,,,,,,,
610419,Women's/girls' suits,,,,,,,,,,,,,
610422,Women's/girls' ensembles,,,,,,,,,,,,,
610423,Women's/girls' ensembles,,,,,,,,,,,,,
610429,Women's/girls' ensembles of other textile materials,,,,,,,,,,,,,
610431,Women's/girls' jackets & blazers,,,,,,,,,,,,,
610432,Women's/girls' jackets & blazers,,,,,,,,,,,,,
610433,Women's/girls' jackets & blazers,,,,,,,,,,,,,
610439,Women's/girls' jackets & blazers,,,,,,,,,,,,,
610441,Women's/girls' dresses,,,,,,,,,,,,,
610442,Women's/girls' dresses,,,,,,,,,,,,,
610443,Women's/girls' dresses,,,,,,,,,,,,,
610444,Women's/girls' dresses,,,,,,,,,,,,,
610449,Women's/girls' dresses,,,,,,,,,,,,,
610451,Women's/girls' skirts & divided skirts,,,,,,,,,,,,,
610452,Women's/girls' skirts & divided skirts,,,,,,,,,,,,,
610453,Women's/girls' skirts & divided skirts,,,,,,,,,,,,,
610459,Women's/girls' skirts & divided skirts,,,,,,,,,,,,,
610461,Women's/girls' trousers,,,,,,,,,,,,,
610462,Women's/girls' trousers,,,,,,,,,,,,,
610463,Women's/girls' trousers,,,,,,,,,,,,,
610469,Women's/girls' trousers,,,,,,,,,,,,,
610510,Men's/boys' shirts,,,,,,,,,,,,,
610520,Men's/boys' shirts,,,,,,,,,,,,,
610590,Men's/boys' shirts,,,,,,,,,,,,,
610610,Women's/girls' blouses,,,,,,,,,,,,,
610620,Women's/girls' blouses,,,,,,,,,,,,,
610690,Women's/girls' blouses,,,,,,,,,,,,,
610711,Men's/boys' underpants & briefs,,,,,,,,,,,,,
610712,Men's/boys' underpants & briefs,,,,,,,,,,,,,
610719,Men's/boys' underpants & briefs,,,,,,,,,,,,,
610721,Men's/boys' nightshirts & pyjamas,,,,,,,,,,,,,
610722,Men's/boys' nightshirts & pyjamas,,,,,,,,,,,,,
610729,Men's/boys' nightshirts & pyjamas,,,,,,,,,,,,,
610791,Men's/boys' bathrobes,,,,,,,,,,,,,
610799,Men's/boys' bathrobes,,,,,,,,,,,,,
610811,Women's/girls' slips & petticoats,,,,,,,,,,,,,
610819,Women's/girls' slips & petticoats,,,,,,,,,,,,,
610821,Women's/girls' briefs & panties,,,,,,,,,,,,,
610822,Women's/girls' briefs & panties,,,,,,,,,,,,,
610829,Women's/girls' briefs & panties,,,,,,,,,,,,,
610831,Women's/girls' nightdresses & pyjamas,,,,,,,,,,,,,
610832,Women's/girls' nightdresses & pyjamas,,,,,,,,,,,,,
610839,Women's/girls' nightdresses & pyjamas,,,,,,,,,,,,,
610891,Women's/girls' négligés,,,,,,,,,,,,,
610892,Women's/girls' négligés,,,,,,,,,,,,,
610899,Women's/girls' négligés,,,,,,,,,,,,,
610910,T-shirts,,,,,,,,,,,,,
610990,T-shirts,,,,,,,,,,,,,
611011,Jerseys,,,,,,,,,,,,,
611012,Jerseys,,,,,,,,,,,,,
611019,Jerseys,,,,,,,,,,,,,
611020,Jerseys,,,,,,,,,,,,,
611030,Jerseys,,,,,,,,,,,,,
611090,Jerseys,,,,,,,,,,,,,
611120,Babies' garments & clothing accessories,,,,,,,,,,,,,
611130,Babies' garments & clothing accessories,,,,,,,,,,,,,
611190,Babies' garments & clothing accessories,,,,,,,,,,,,,
611211,Track suits,,,,,,,,,,,,,
611212,Track suits,,,,,,,,,,,,,
611219,Track suits,,,,,,,,,,,,,
611220,Ski suits,,,,,,,,,,,,,
611231,Men's/boys' swimwear,,,,,,,,,,,,,
611239,Men's/boys' swimwear,,,,,,,,,,,,,
611241,Women's/girls' swimwear,,,,,,,,,,,,,
611249,Women's/girls' swimwear,,,,,,,,,,,,,
611300,Garments made up of knitted/crocheted fabrics of 59.03/59.06/59.07;,,,,,,,,,,,,,
611420,Garments,,,,,,,,,,,,,
611430,Garments,,,,,,,,,,,,,
611490,Other garments,,,,,,,,,,,,,
611510,Graduated compression hosiery (eg. stockings for varicose veins) & footwear,,,,,,,,,,,,,
611521,Panty hose,,,,,,,,,,,,,
611522,Panty hose,,,,,,,,,,,,,
611529,Panty hose,,,,,,,,,,,,,
611530,Other women's full-length/knee-length hosiery,,,,,,,,,,,,,
611594,Other n.e.s. in 61.15,,,,,,,,,,,,,
611595,Other n.e.s. in 61.15,,,,,,,,,,,,,
611596,Other n.e.s. in 61.15,,,,,,,,,,,,,
611599,Other n.e.s. in 61.15,,,,,,,,,,,,,
611610,Gloves,,,,,,,,,,,,,
611691,Gloves,,,,,,,,,,,,,
611692,Gloves,,,,,,,,,,,,,
611693,Gloves,,,,,,,,,,,,,
611699,Gloves,,,,,,,,,,,,,
611710,Shawls,,,,,,,,,,,,,
611780,"""Other made up clothing accessories",,,,,,,,,,,,,
611790,knitted/crocheted parts of garments/clothing accessories;,,,,,,,,,,,,,
620111,Men's/boys overcoats,,,,,,,,,,,,,
620112,Men's/boys overcoats,,,,,,,,,,,,,
620113,Men's/boys overcoats,,,,,,,,,,,,,
620119,Men's/boys overcoats,,,,,,,,,,,,,
620191,Men's/boys',,,,,,,,,,,,,
620192,Men's/boys',,,,,,,,,,,,,
620193,Men's/boys',,,,,,,,,,,,,
620199,Men's/boys',,,,,,,,,,,,,
620211,Women's/girls' overcoats,,,,,,,,,,,,,
620212,Women's/girls' overcoats,,,,,,,,,,,,,
620213,Women's/girls' overcoats,,,,,,,,,,,,,
620219,Women's/girls' overcoats,,,,,,,,,,,,,
620291,Women's/girls' anoraks (incl. ski-jackets),,,,,,,,,,,,,
620292,Women's/girls' anoraks (incl. ski-jackets),,,,,,,,,,,,,
620293,Women's/girls' anoraks (incl. ski-jackets),,,,,,,,,,,,,
620299,Women's/girls' anoraks (incl. ski-jackets),,,,,,,,,,,,,
620311,Men's/boys' suits (excl. knitted/crocheted),,,,,,,,,,,,,
620312,Men's/boys' suits (excl. knitted/crocheted),,,,,,,,,,,,,
620319,Men's/boys' suits (excl. knitted/crocheted),,,,,,,,,,,,,
620322,Men's/boys' ensembles (excl. knitted/crocheted),,,,,,,,,,,,,
620323,Men's/boys' ensembles (excl. knitted/crocheted),,,,,,,,,,,,,
620329,Men's/boys' ensembles (excl. knitted/crocheted),,,,,,,,,,,,,
620331,Men's/boys' jackets & blazers (excl. knitted/crocheted),,,,,,,,,,,,,
620332,Men's/boys' jackets & blazers (excl. knitted/crocheted),,,,,,,,,,,,,
620333,Men's/boys' jackets & blazers (excl. knitted/crocheted),,,,,,,,,,,,,
620339,Men's/boys' jackets & blazers (excl. knitted/crocheted),,,,,,,,,,,,,
620341,"""Men's/boys' trousers",,,,,,,,,,,,,
620342,"""Men's/boys' trousers",,,,,,,,,,,,,
620343,"""Men's/boys' trousers",,,,,,,,,,,,,
620349,"""Men's/boys' trousers",,,,,,,,,,,,,
620411,Women's/girls' suits (excl. knitted/crocheted),,,,,,,,,,,,,
620412,Women's/girls' suits (excl. knitted/crocheted),,,,,,,,,,,,,
620413,Women's/girls' suits (excl. knitted/crocheted),,,,,,,,,,,,,
620419,Women's/girls' suits (excl. knitted/crocheted),,,,,,,,,,,,,
620421,Women's/girls' ensembles (excl. knitted/crocheted),,,,,,,,,,,,,
620422,Women's/girls' ensembles (excl. knitted/crocheted),,,,,,,,,,,,,
620423,Women's/girls' ensembles (excl. knitted/crocheted),,,,,,,,,,,,,
620429,Women's/girls' ensembles (excl. knitted/crocheted),,,,,,,,,,,,,
620431,Women's/girls' jackets & blazers (excl. knitted/crocheted),,,,,,,,,,,,,
620432,Women's/girls' jackets & blazers (excl. knitted/crocheted),,,,,,,,,,,,,
620433,Women's/girls' jackets & blazers (excl. knitted/crocheted),,,,,,,,,,,,,
620439,Women's/girls' jackets & blazers (excl. knitted/crocheted),,,,,,,,,,,,,
620441,Women's/girls' dresses (excl. knitted/crocheted),,,,,,,,,,,,,
620442,Women's/girls' dresses (excl. knitted/crocheted),,,,,,,,,,,,,
620443,Women's/girls' dresses (excl. knitted/crocheted),,,,,,,,,,,,,
620444,Women's/girls' dresses (excl. knitted/crocheted),,,,,,,,,,,,,
620449,Women's/girls' dresses (excl. knitted/crocheted),,,,,,,,,,,,,
620451,Women's/girls' skirts & divided skirts (excl. knitted/crocheted),,,,,,,,,,,,,
620452,Women's/girls' skirts & divided skirts (excl. knitted/crocheted),,,,,,,,,,,,,
620453,Women's/girls' skirts & divided skirts (excl. knitted/crocheted),,,,,,,,,,,,,
620459,Women's/girls' skirts & divided skirts (excl. knitted/crocheted),,,,,,,,,,,,,
620461,"""Women's/girls'",,,,,,,,,,,,,
620462,"""Women's/girls'",,,,,,,,,,,,,
620463,"""Women's/girls'",,,,,,,,,,,,,
620469,"""Women's/girls'",,,,,,,,,,,,,
620520,Men's/boys' shirts (excl. knitted/crocheted),,,,,,,,,,,,,
620530,Men's/boys' shirts (excl. knitted/crocheted),,,,,,,,,,,,,
620590,Men's/boys' shirts (exclud. knitted/crocheted),,,,,,,,,,,,,
620610,Women's/girls' blouses,,,,,,,,,,,,,
620620,Women's/girls' blouses,,,,,,,,,,,,,
620630,Women's/girls' blouses,,,,,,,,,,,,,
620640,Women's/girls' blouses,,,,,,,,,,,,,
620690,Women's/girls' blouses,,,,,,,,,,,,,
620711,Men's/boys' underpants & briefs (excl. knitted/crocheted),,,,,,,,,,,,,
620719,Men's/boys' underpants & briefs (excl. knitted/crocheted),,,,,,,,,,,,,
620721,Men's/boys' nightshirts & pyjamas (excl. knitted/crocheted),,,,,,,,,,,,,
620722,Men's/boys' nightshirts & pyjamas (excl. knitted/crocheted),,,,,,,,,,,,,
620729,Men's/boys' nightshirts & pyjamas (excl. knitted/crocheted),,,,,,,,,,,,,
620791,Men's/boys' singlets & other vests,,,,,,,,,,,,,
620799,Men's/boys' singlets & other vests,,,,,,,,,,,,,
620811,Women's/girls' slips & petticoats (excl. knitted/crocheted),,,,,,,,,,,,,
620819,Women's/girls' slips & petticoats (excl. knitted/crocheted),,,,,,,,,,,,,
620821,Women's/girls' nightdresses & pyjamas (excl. knitted/crocheted),,,,,,,,,,,,,
620822,Women's/girls' nightdresses & pyjamas (excl. knitted/crocheted),,,,,,,,,,,,,
620829,Women's/girls' nightdresses & pyjamas (excl. knitted/crocheted),,,,,,,,,,,,,
620891,"""Women's/girls' singlets & other vests",,,,,,,,,,,,,
620892,"""Women's/girls' singlets & other vests",,,,,,,,,,,,,
620899,"""Women's/girls' singlets & other vests",,,,,,,,,,,,,
620920,Babies' garments & clothing accessories (excl. knitted/crocheted),,,,,,,,,,,,,
620930,Babies' garments & clothing accessories (excl. knitted/crocheted),,,,,,,,,,,,,
620990,Babies' garments & clothing accessories (excl. knitted/crocheted),,,,,,,,,,,,,
621010,Garments made up of fabrics of 56.02/56.03;,,,,,,,,,,,,,
621020,Garments made up of fabrics of 59.03/59.06/59.07,,,,,,,,,,,,,
621030,Garments made up of fabrics of 59.03/59.06/59.07,,,,,,,,,,,,,
621040,Men's/boys' garments made up of fabrics of 59.03/59.06/59.07,,,,,,,,,,,,,
621050,Women's/girls' garments made up of fabrics of 59.03/59.06/59.07,,,,,,,,,,,,,
621111,Swimwear (excl. knitted/crocheted),,,,,,,,,,,,,
621112,Swimwear (excl. knitted/crocheted),,,,,,,,,,,,,
621120,Ski suits (excl. knitted/crocheted);,,,,,,,,,,,,,
621132,"""Track suits (excl. knitted/crocheted)",,,,,,,,,,,,,
621133,"""Track suits (excl. knitted/crocheted)",,,,,,,,,,,,,
621139,"""Track suits (excl. knitted/crocheted)",,,,,,,,,,,,,
621141,"""Track suits (excl. knitted/crocheted)",,,,,,,,,,,,,
621142,"""Track suits (excl. knitted/crocheted)",,,,,,,,,,,,,
621143,"""Track suits (excl. knitted/crocheted)",,,,,,,,,,,,,
621149,"""Track suits (excl. knitted/crocheted)",,,,,,,,,,,,,
621210,Brassières & parts thereof ,,,,,,,,,,,,,
621220,Girdles & panty-girdles & parts thereof ,,,,,,,,,,,,,
621230,Corselettes & parts thereof ,,,,,,,,,,,,,
621290,Braces,,,,,,,,,,,,,
621320,Handkerchiefs,,,,,,,,,,,,,
621390,Handkerchiefs,,,,,,,,,,,,,
621410,Shawls,,,,,,,,,,,,,
621420,Shawls,,,,,,,,,,,,,
621430,Shawls,,,,,,,,,,,,,
621440,Shawls,,,,,,,,,,,,,
621490,Shawls,,,,,,,,,,,,,
621510,Ties,,,,,,,,,,,,,
621520,Ties,,,,,,,,,,,,,
621590,Ties,,,,,,,,,,,,,
621600,Gloves,,,,,,,,,,,,,
621710,Made up clothing accessories (excl. knitted/crocheted),,,,,,,,,,,,,
621790,"""Parts of garments/clothing accessories (excl. knitted/crocheted; excl. of ",,,,,,,,,,,,,
630110,Electric blankets;,,,,,,,,,,,,,
630120,Blankets (excl. electric) & travelling rugs,,,,,,,,,,,,,
630130,Blankets (excl. electric) & travelling rugs,,,,,,,,,,,,,
630140,Blankets (excl. electric) & travelling rugs,,,,,,,,,,,,,
630190,Blankets (excl. electric) & travelling rugs other than of wool/fine animal ,,,,,,,,,,,,,
630210,Bed linen,,,,,,,,,,,,,
630221,Bed linen (excl. knitted/crocheted),,,,,,,,,,,,,
630222,Bed linen (excl. knitted/crocheted),,,,,,,,,,,,,
630229,Bed linen (excl. knitted/crocheted),,,,,,,,,,,,,
630231,Bed linen (excl. knitted/crocheted),,,,,,,,,,,,,
630232,Bed linen (excl. knitted/crocheted),,,,,,,,,,,,,
630239,Bed linen (excl. knitted/crocheted),,,,,,,,,,,,,
630240,Table linen,,,,,,,,,,,,,
630251,Table linen (excl. knitted/crocheted),,,,,,,,,,,,,
630253,Table linen (excl. knitted/crocheted),,,,,,,,,,,,,
630259,Table linen (excl. knitted/crocheted),,,,,,,,,,,,,
630260,Toilet linen & kitchen linen,,,,,,,,,,,,,
630291,Toilet linen & kitchen linen other than of terry fabrics,,,,,,,,,,,,,
630293,Toilet linen & kitchen linen other than of terry fabrics,,,,,,,,,,,,,
630299,Toilet linen & kitchen linen of other textile materials,,,,,,,,,,,,,
630312,"""Curtains (incl. drapes) & interior blinds",,,,,,,,,,,,,
630319,"""Curtains (incl. drapes) & interior blinds",,,,,,,,,,,,,
630391,"""Curtains (incl. drapes) & interior blinds (excl. knitted/crocheted); curta",,,,,,,,,,,,,
630392,"""Curtains (incl. drapes) & interior blinds (excl. knitted/crocheted); curta",,,,,,,,,,,,,
630399,"""Curtains (incl. drapes) & interior blinds (excl. knitted/crocheted); curta",,,,,,,,,,,,,
630411,Bedspreads,,,,,,,,,,,,,
630419,Bedspreads other than knitted/crocheted;,,,,,,,,,,,,,
630491,Textile furnishing articles other than bedspreads (excl. of 94.04),,,,,,,,,,,,,
630492,Textile furnishing articles other than bedspreads (excl. of 94.04),,,,,,,,,,,,,
630493,Textile furnishing articles other than bedspreads (excl. of 94.04),,,,,,,,,,,,,
630499,Textile furnishing articles other than bedspreads (excl. of 94.04),,,,,,,,,,,,,
630510,Sacks & bags,,,,,,,,,,,,,
630520,Sacks & bags,,,,,,,,,,,,,
630532,Flexible intermediate bulk containters of a kind used for the packing of go,,,,,,,,,,,,,
630533,Sacks & bags,,,,,,,,,,,,,
630539,Sacks & bags,,,,,,,,,,,,,
630590,Sacks & bags,,,,,,,,,,,,,
630612,Tarpaulins,,,,,,,,,,,,,
630619,Tarpaulins,,,,,,,,,,,,,
630622,Tents,,,,,,,,,,,,,
630629,Tents,,,,,,,,,,,,,
630630,Sails;,,,,,,,,,,,,,
630640,Pneumatic mattresses;,,,,,,,,,,,,,
630691,Camping goods (excl. of 6306.41),,,,,,,,,,,,,
630699,Camping goods (excl. of 6306.49),,,,,,,,,,,,,
630710,Floor-cloths,,,,,,,,,,,,,
630720,Life-jackets & life-belts;,,,,,,,,,,,,,
630790,Other made-up textile articles,,,,,,,,,,,,,
630800,Sets consisting of woven fabric & yarn,,,,,,,,,,,,,
630900,Worn clothing & other worn articles;,,,,,,,,,,,,,
631010,Used/new rags,,,,,,,,,,,,,
631090,Used/new rags,,,,,,,,,,,,,
640110,Waterproof footwear with outer soles & uppers of rubber/plastics...incorpor,,,,,,,,,,,,,
640192,Waterproof footwear with outer soles & uppers of rubber/plastics (excl. of ,,,,,,,,,,,,,
640199,Other Waterproof footwear with outer soles & uppers of rubber/plastics (exc,,,,,,,,,,,,,
640212,Ski-boots,,,,,,,,,,,,,
640219,Sports footwear other than ski-boots/cross-country ski footwear/snowboard b,,,,,,,,,,,,,
640220,Footwear with outer soles & uppers of rubber/plastics,,,,,,,,,,,,,
640291,Other footwear with outer soles & uppers of rubber/plastics,,,,,,,,,,,,,
640299,Other footwear with outer soles & uppers of rubber/plastics,,,,,,,,,,,,,
640312,Ski-boots,,,,,,,,,,,,,
640319,Sports footwear other than ski-boots/cross-country ski footwear/snowboard b,,,,,,,,,,,,,
640320,Footwear with outer soles of leather & uppers which consist of leather stra,,,,,,,,,,,,,
640340,Footwear (excl. waterproof) incorporating a protective metal toe-cap (excl.,,,,,,,,,,,,,
640351,Footwear (excl. waterproof) with outer soles & uppers of leather,,,,,,,,,,,,,
640359,Footwear (excl. waterproof) with outer soles & uppers of leather,,,,,,,,,,,,,
640391,Other footwear without outer soles of  leather,,,,,,,,,,,,,
640399,Other footwear without  outer soles of  leather,,,,,,,,,,,,,
640411,"""Sports footwear; tennis shoes",,,,,,,,,,,,,
640419,Footwear (excl. waterproof) with outer soles of rubber/plastics & uppers of,,,,,,,,,,,,,
640420,Footwear with outer soles of leather/composition leather & uppers of textil,,,,,,,,,,,,,
640510,Footwear with uppers of leather/composition leather,,,,,,,,,,,,,
640520,Footwear with uppers of textile materials,,,,,,,,,,,,,
640590,Footwear other than with uppers of leather/composition leather/textile mate,,,,,,,,,,,,,
640610,Uppers & parts thereof (excl. stiffeners),,,,,,,,,,,,,
640620,Outer soles & heels,,,,,,,,,,,,,
640691,Parts of footwear (excl. of 6406.10 & 6406.20),,,,,,,,,,,,,
640699,"""Removable insoles",,,,,,,,,,,,,
650100,"""Hat-forms",,,,,,,,,,,,,
650200,Hat-shapes,,,,,,,,,,,,,
650400,Hats & other headgear,,,,,,,,,,,,,
650510,Hair-nets of any material,,,,,,,,,,,,,
650590,"""Other hats & other headgear",,,,,,,,,,,,,
650610,Safety headgear,,,,,,,,,,,,,
650691,Headgear,,,,,,,,,,,,,
650699,Headgear,,,,,,,,,,,,,
650700,Head-bands,,,,,,,,,,,,,
660110,Garden/similar umbrellas;,,,,,,,,,,,,,
660191,Umbrellas & sun umbrellas (excl. of 6601.10),,,,,,,,,,,,,
660199,Umbrellas & sun umbrellas (excl. of 6601.10 & 6610.91),,,,,,,,,,,,,
660200,Walking-sticks,,,,,,,,,,,,,
660320,Umbrella frames,,,,,,,,,,,,,
660390,Other parts,,,,,,,,,,,,,
670100,Skins & other parts of birds with their feathers/down,,,,,,,,,,,,,
670210,"""Artificial flowers",,,,,,,,,,,,,
670290,"""Artificial flowers",,,,,,,,,,,,,
670300,"""Human hair",,,,,,,,,,,,,
670411,Complete wigs,,,,,,,,,,,,,
670419,Wigs other than complete wigs,,,,,,,,,,,,,
670420,Wigs,,,,,,,,,,,,,
670490,"""Wigs",,,,,,,,,,,,,
680100,Setts,,,,,,,,,,,,,
680210,"""Tiles",,,,,,,,,,,,,
680221,Worked monumental/building stone & articles thereof (excl. goods of 68.01),,,,,,,,,,,,,
680223,Worked monumental/building stone & articles thereof (excl. goods of 68.01),,,,,,,,,,,,,
680229,Worked monumental/building stone & articles thereof (excl. goods of 68.01),,,,,,,,,,,,,
680291,"""Mosaic cubes & the like",,,,,,,,,,,,,
680292,"""Mosaic cubes & the like",,,,,,,,,,,,,
680293,"""Mosaic cubes & the like",,,,,,,,,,,,,
680299,"""Mosaic cubes & the like",,,,,,,,,,,,,
680300,Worked slate & articles of slate/agglomerated slate;,,,,,,,,,,,,,
680410,Millstones & grindstones for milling/grinding/pulping,,,,,,,,,,,,,
680421,Millstones,,,,,,,,,,,,,
680422,Millstones,,,,,,,,,,,,,
680423,Millstones,,,,,,,,,,,,,
680430,Hand sharpening/polishing stones;,,,,,,,,,,,,,
680510,Natural/artificial abrasive powder/grain,,,,,,,,,,,,,
680520,Natural/artificial abrasive powder/grain,,,,,,,,,,,,,
680530,Natural/artificial abrasive powder/grain,,,,,,,,,,,,,
680610,Slag wool,,,,,,,,,,,,,
680620,Exfoliated vermiculite,,,,,,,,,,,,,
680690,Mixtures & articles of heat-insulating/sound-insulating/sound-absorbing min,,,,,,,,,,,,,
680710,Articles of asphalt/similar material (e.g.,,,,,,,,,,,,,
680790,Articles of asphalt/similar material (e.g.,,,,,,,,,,,,,
680800,Panels,,,,,,,,,,,,,
680911,Boards,,,,,,,,,,,,,
680919,Boards,,,,,,,,,,,,,
680990,Articles of plaster/of compositions based on plaster (excl. of 6808.11 & 68,,,,,,,,,,,,,
681011,Building blocks & bricks,,,,,,,,,,,,,
681019,Tiles,,,,,,,,,,,,,
681091,Prefabricated structural components for building/civil engineering,,,,,,,,,,,,,
681099,Articles of cement/concrete/artificial stone,,,,,,,,,,,,,
681140,Articles of asbestos-cement,,,,,,,,,,,,,
681181,Corrugated sheets,,,,,,,,,,,,,
681182,Other sheets,,,,,,,,,,,,,
681183,Tubes,,,,,,,,,,,,,
681189,Other articles of asbestos-cement,,,,,,,,,,,,,
681280,"""Fabricated asbestos fibres; mixtures with a basis of asbestos/with a basis",,,,,,,,,,,,,
681291,"""Other fabricated asbestos fibres; mixtures with a basis of asbestos/with a",,,,,,,,,,,,,
681292,"""Other fabricated asbestos fibres; mixtures with a basis of asbestos/with a",,,,,,,,,,,,,
681293,"""Other fabricated asbestos fibres; mixtures with a basis of asbestos/with a",,,,,,,,,,,,,
681299,"""Other fabricated asbestos fibres; mixtures with a basis of asbestos/with a",,,,,,,,,,,,,
681320,Friction material & articles thereof (eg. sheets,,,,,,,,,,,,,
681381,Friction material & articles thereof (eg. sheets,,,,,,,,,,,,,
681389,Other friction material & articles thereof (eg. sheets,,,,,,,,,,,,,
681410,Plates,,,,,,,,,,,,,
681490,Worked mica & articles of mica (excl. of 6814.10),,,,,,,,,,,,,
681510,Non-electrical articles of graphite/other carbon;,,,,,,,,,,,,,
681520,Articles of peat;,,,,,,,,,,,,,
681591,Articles containing magnesite/dolomite/chromite;,,,,,,,,,,,,,
681599,Articles of stone/of other mineral substance,,,,,,,,,,,,,
690100,Bricks,,,,,,,,,,,,,
690210,Refractory bricks,,,,,,,,,,,,,
690220,Refractory bricks,,,,,,,,,,,,,
690290,"""Refractory bricks",,,,,,,,,,,,,
690310,"""Refractory ceramic goods other than bricks/blocks/tiles (e.g.",,,,,,,,,,,,,
690320,"""Refractory ceramic goods other than bricks/blocks/tiles (e.g.",,,,,,,,,,,,,
690390,"""Refractory ceramic goods other than bricks/blocks/tiles (e.g.",,,,,,,,,,,,,
690410,Ceramic building bricks;,,,,,,,,,,,,,
690490,Ceramic flooring blocks,,,,,,,,,,,,,
690510,Roofing tiles,,,,,,,,,,,,,
690590,Chimney-pots,,,,,,,,,,,,,
690600,Ceramic pipes,,,,,,,,,,,,,
690710,Unglazed ceramic tiles,,,,,,,,,,,,,
690790,"""Unglazed ceramic flags & paving/hearth/wall tiles (excl. of 6907.10); ungl",,,,,,,,,,,,,
690810,Glazed ceramic tiles,,,,,,,,,,,,,
690890,"""Glazed ceramic flags & paving/hearth/wall tiles (excl. of 6908.10); glazed",,,,,,,,,,,,,
690911,Ceramic wares for laboratory/chemical/other technical uses,,,,,,,,,,,,,
690912,Ceramic wares for laboratory/chemical/other technical uses having a hardnes,,,,,,,,,,,,,
690919,Other ceramic wares for laboratory/chemical/other technical uses,,,,,,,,,,,,,
690990,"""Ceramic troughs",,,,,,,,,,,,,
691010,Ceramic sinks,,,,,,,,,,,,,
691090,Ceramic sinks,,,,,,,,,,,,,
691110,Tableware & kitchenware,,,,,,,,,,,,,
691190,Household articles & toilet articles (excl. tableware & kitchenware),,,,,,,,,,,,,
691200,Ceramic tableware,,,,,,,,,,,,,
691310,Statuettes & other ornamental ceramic articles,,,,,,,,,,,,,
691390,Statuettes & other ornamental ceramic articles (excl. of porcelain/china);,,,,,,,,,,,,,
691410,Ceramic articles of porcelain/china,,,,,,,,,,,,,
691490,Ceramic articles n.e.s. in Ch.69;,,,,,,,,,,,,,
700100,"""Cullet & other waste & scrap of glass; glass in the mass"";",,,,,,,,,,,,,
700210,Glass in balls (excl. microspheres of 70.18),,,,,,,,,,,,,
700220,Glass in rods,,,,,,,,,,,,,
700231,Glass in tubes,,,,,,,,,,,,,
700232,Glass in tubes,,,,,,,,,,,,,
700239,Glass in tubes,,,,,,,,,,,,,
700312,Cast glass & rolled glass,,,,,,,,,,,,,
700319,Cast glass & rolled glass,,,,,,,,,,,,,
700320,Cast glass & rolled glass,,,,,,,,,,,,,
700330,Cast glass & rolled glass,,,,,,,,,,,,,
700420,Drawn/blown glass,,,,,,,,,,,,,
700490,Drawn/blown glass,,,,,,,,,,,,,
700510,Float glass & surface ground/polished glass,,,,,,,,,,,,,
700521,Float glass & surface ground/polished glass,,,,,,,,,,,,,
700529,Float glass & surface ground/polished glass,,,,,,,,,,,,,
700530,Float glass & surface ground/polished glass,,,,,,,,,,,,,
700600,Glass of 70.03/70.04/70.05,,,,,,,,,,,,,
700711,Toughened (tempered) safety glass,,,,,,,,,,,,,
700719,Toughened (tempered) safety glass,,,,,,,,,,,,,
700721,Laminated safety glass,,,,,,,,,,,,,
700729,Laminated safety glass,,,,,,,,,,,,,
700800,Multiple-walled insulating units of glass;,,,,,,,,,,,,,
700910,Rear-view mirrors for vehicles;,,,,,,,,,,,,,
700991,Glass mirrors other than rear-view mirrors,,,,,,,,,,,,,
700992,Glass mirrors other than rear-view mirrors,,,,,,,,,,,,,
701010,Ampoules,,,,,,,,,,,,,
701020,Stoppers,,,,,,,,,,,,,
701090,"""Carboys",,,,,,,,,,,,,
701110,Glass envelopes (incl. bulbs & tubes),,,,,,,,,,,,,
701120,Glass envelopes (incl. bulbs & tubes),,,,,,,,,,,,,
701190,Glass envelopes (incl. bulbs & tubes),,,,,,,,,,,,,
