year,hs6,c
2010,110210,1
2010,110610,1
2010,110720,1
2010,120510,1
2010,120799,1
2010,120810,1
2010,120890,1
2010,120922,1
2010,121130,1
2010,121190,1
2010,121410,1
2010,140110,1
2010,140190,1
2010,150300,1
2010,150410,1
2010,150420,1
2010,151521,1
2010,151550,1
2010,151610,1
2010,152190,1
2010,170112,1
2010,170290,1
2010,180400,1
2010,180620,1
2010,210220,1
2010,210230,1
2010,230230,1
2010,230320,1
2010,230610,1
2010,230649,1
2010,240110,1
2010,250100,1
2010,250200,1
2010,250300,1
2010,250510,1
2010,250620,1
2010,251010,1
2010,251110,1
2010,251611,1
2010,251820,1
2010,251910,1
2010,251990,1
2010,252210,1
2010,252220,1
2010,252230,1
2010,252321,1
2010,252410,1
2010,252510,1
2010,252620,1
2010,252910,1
2010,261210,1
2010,261800,1
2010,261900,1
2010,262040,1
2010,262060,1
2010,262110,1
2010,262190,1
2010,270400,1
2010,270500,1
2010,270600,1
2010,270710,1
2010,270740,1
2010,270791,1
2010,270799,1
2010,270900,1
2010,271111,1
2010,271114,1
2010,271121,1
2010,271220,1
2010,271311,1
2010,271320,1
2010,271410,1
2010,271490,1
2010,280110,1
2010,280200,1
2010,280429,1
2010,280490,1
2010,280512,1
2010,280700,1
2010,280920,1
2010,281310,1
2010,281511,1
2010,281700,1
2010,281810,1
2010,281830,1
2010,282410,1
2010,282540,1
2010,282590,1
2010,282630,1
2010,282739,1
2010,282890,1
2010,283322,1
2010,283324,1
2010,283325,1
2010,283329,1
2010,283429,1
2010,283529,1
2010,283640,1
2010,283990,1
2010,284020,1
2010,284190,1
2010,284590,1
2010,284690,1
2010,284920,1
2010,290121,1
2010,290122,1
2010,290124,1
2010,290220,1
2010,290230,1
2010,290241,1
2010,290243,1
2010,290290,1
2010,290315,1
2010,290321,1
2010,290352,1
2010,290362,1
2010,290511,1
2010,290514,1
2010,290719,1
2010,290729,1
2010,290899,1
2010,290919,1
2010,290944,1
2010,291030,1
2010,291090,1
2010,291212,1
2010,291219,1
2010,291439,1
2010,291440,1
2010,291532,1
2010,291570,1
2010,291619,1
2010,291711,1
2010,291719,1
2010,291732,1
2010,291735,1
2010,291819,1
2010,291891,1
2010,292090,1
2010,292111,1
2010,292146,1
2010,292213,1
2010,292229,1
2010,292231,1
2010,292250,1
2010,292390,1
2010,292412,1
2010,292424,1
2010,292512,1
2010,292521,1
2010,292700,1
2010,292800,1
2010,292990,1
2010,293219,1
2010,293299,1
2010,293332,1
2010,293339,1
2010,293353,1
2010,293354,1
2010,293355,1
2010,293371,1
2010,293372,1
2010,293379,1
2010,293722,1
2010,293723,1
2010,293739,1
2010,293740,1
2010,293890,1
2010,293941,1
2010,293949,1
2010,293963,1
2010,293991,1
2010,294200,1
2010,300120,1
2010,300670,1
2010,310100,1
2010,310230,1
2010,310240,1
2010,310260,1
2010,310290,1
2010,310520,1
2010,310551,1
2010,320412,1
2010,320619,1
2010,320720,1
2010,320810,1
2010,320890,1
2010,320990,1
2010,321410,1
2010,321490,1
2010,321519,1
2010,321590,1
2010,330113,1
2010,340211,1
2010,340212,1
2010,340213,1
2010,340490,1
2010,350211,1
2010,350219,1
2010,350290,1
2010,350400,1
2010,350520,1
2010,350790,1
2010,360100,1
2010,360200,1
2010,360300,1
2010,370244,1
2010,370256,1
2010,380510,1
2010,380590,1
2010,380610,1
2010,380991,1
2010,380992,1
2010,381010,1
2010,381090,1
2010,381119,1
2010,381129,1
2010,381700,1
2010,381800,1
2010,382440,1
2010,382450,1
2010,382471,1
2010,382476,1
2010,382477,1
2010,382549,1
2010,382550,1
2010,382561,1
2010,382569,1
2010,382590,1
2010,390110,1
2010,390120,1
2010,390410,1
2010,390421,1
2010,390422,1
2010,390490,1
2010,390512,1
2010,390519,1
2010,390750,1
2010,390760,1
2010,390791,1
2010,390810,1
2010,390910,1
2010,390920,1
2010,390950,1
2010,391590,1
2010,391721,1
2010,391723,1
2010,391731,1
2010,391732,1
2010,391890,1
2010,392010,1
2010,392020,1
2010,392030,1
2010,392043,1
2010,392051,1
2010,392111,1
2010,392112,1
2010,392210,1
2010,392290,1
2010,392329,1
2010,392330,1
2010,392390,1
2010,392520,1
2010,392590,1
2010,392610,1
2010,400130,1
2010,400280,1
2010,400400,1
2010,400610,1
2010,400819,1
2010,400821,1
2010,400829,1
2010,400921,1
2010,401012,1
2010,401032,1
2010,401110,1
2010,401120,1
2010,401193,1
2010,401199,1
2010,401219,1
2010,410441,1
2010,410711,1
2010,410712,1
2010,410719,1
2010,410791,1
2010,410792,1
2010,411200,1
2010,411390,1
2010,411510,1
2010,411520,1
2010,430211,1
2010,430219,1
2010,440130,1
2010,440391,1
2010,440392,1
2010,440410,1
2010,440500,1
2010,440610,1
2010,440727,1
2010,440791,1
2010,440799,1
2010,440921,1
2010,441011,1
2010,441019,1
2010,441113,1
2010,441114,1
2010,441193,1
2010,441194,1
2010,441300,1
2010,441510,1
2010,441700,1
2010,441860,1
2010,441871,1
2010,441872,1
2010,441879,1
2010,441890,1
2010,442190,1
2010,470419,1
2010,470421,1
2010,470630,1
2010,470720,1
2010,480100,1
2010,480210,1
2010,480220,1
2010,480254,1
2010,480257,1
2010,480411,1
2010,480419,1
2010,480449,1
2010,480525,1
2010,480540,1
2010,480591,1
2010,480592,1
2010,480700,1
2010,480810,1
2010,480820,1
2010,480830,1
2010,481014,1
2010,481029,1
2010,481092,1
2010,481159,1
2010,481190,1
2010,481200,1
2010,481390,1
2010,481930,1
2010,481950,1
2010,481960,1
2010,482040,1
2010,482090,1
2010,482210,1
2010,482390,1
2010,490700,1
2010,490810,1
2010,510119,1
2010,510121,1
2010,510219,1
2010,510320,1
2010,510529,1
2010,511000,1
2010,511120,1
2010,511130,1
2010,511211,1
2010,511219,1
2010,511290,1
2010,520300,1
2010,520411,1
2010,520527,1
2010,520535,1
2010,520613,1
2010,520614,1
2010,520625,1
2010,520635,1
2010,520832,1
2010,520839,1
2010,520841,1
2010,520842,1
2010,520843,1
2010,520911,1
2010,520919,1
2010,520931,1
2010,520943,1
2010,520949,1
2010,521011,1
2010,521019,1
2010,521029,1
2010,521031,1
2010,521049,1
2010,521119,1
2010,521132,1
2010,521139,1
2010,521141,1
2010,521151,1
2010,521159,1
2010,521213,1
2010,530290,1
2010,530820,1
2010,530911,1
2010,530929,1
2010,540110,1
2010,540219,1
2010,540233,1
2010,540245,1
2010,540259,1
2010,540262,1
2010,540332,1
2010,540490,1
2010,540710,1
2010,540730,1
2010,540752,1
2010,540753,1
2010,540771,1
2010,540791,1
2010,540793,1
2010,540824,1
2010,550330,1
2010,550810,1
2010,550941,1
2010,550942,1
2010,551030,1
2010,551090,1
2010,551211,1
2010,551219,1
2010,551221,1
2010,551313,1
2010,551319,1
2010,551321,1
2010,551329,1
2010,551419,1
2010,551421,1
2010,551423,1
2010,551429,1
2010,551449,1
2010,551511,1
2010,551519,1
2010,551612,1
2010,551633,1
2010,551642,1
2010,551693,1
2010,560122,1
2010,560129,1
2010,560221,1
2010,560311,1
2010,560312,1
2010,560314,1
2010,560391,1
2010,560392,1
2010,560410,1
2010,560721,1
2010,560729,1
2010,560741,1
2010,560749,1
2010,560750,1
2010,560790,1
2010,560811,1
2010,560819,1
2010,560890,1
2010,560900,1
2010,580124,1
2010,580190,1
2010,580300,1
2010,580632,1
2010,580890,1
2010,581100,1
2010,590190,1
2010,590210,1
2010,590220,1
2010,590320,1
2010,590700,1
2010,591132,1
2010,591190,1
2010,600199,1
2010,600290,1
2010,600340,1
2010,600541,1
2010,600610,1
2010,600641,1
2010,630533,1
2010,630590,1
2010,630619,1
2010,631090,1
2010,660390,1
2010,680100,1
2010,680229,1
2010,680299,1
2010,680410,1
2010,680510,1
2010,680610,1
2010,680620,1
2010,680790,1
2010,680800,1
2010,680919,1
2010,680990,1
2010,681011,1
2010,681091,1
2010,681140,1
2010,681182,1
2010,681189,1
2010,681280,1
2010,681591,1
2010,690220,1
2010,690410,1
2010,690590,1
2010,691010,1
2010,700232,1
2010,700320,1
2010,700529,1
2010,700600,1
2010,700729,1
2010,700800,1
2010,700991,1
2010,700992,1
2010,701710,1
2010,701820,1
2010,701912,1
2010,701939,1
2010,701940,1
2010,701952,1
2010,701959,1
2010,710221,1
2010,710229,1
2010,710420,1
2010,710812,1
2010,711019,1
2010,711029,1
2010,711031,1
2010,711291,1
2010,711292,1
2010,711299,1
2010,720120,1
2010,720150,1
2010,720221,1
2010,720229,1
2010,720450,1
2010,720510,1
2010,720719,1
2010,720720,1
2010,720810,1
2010,720826,1
2010,720837,1
2010,720838,1
2010,720839,1
2010,720852,1
2010,720854,1
2010,720890,1
2010,720917,1
2010,720925,1
2010,720927,1
2010,720990,1
2010,721011,1
2010,721020,1
2010,721070,1
2010,721090,1
2010,721114,1
2010,721123,1
2010,721210,1
2010,721220,1
2010,721310,1
2010,721391,1
2010,721399,1
2010,721410,1
2010,721420,1
2010,721550,1
2010,721621,1
2010,721640,1
2010,721661,1
2010,721669,1
2010,721691,1
2010,721699,1
2010,721710,1
2010,721720,1
2010,721790,1
2010,721810,1
2010,721921,1
2010,721924,1
2010,721933,1
2010,722011,1
2010,722012,1
2010,722211,1
2010,722219,1
2010,722240,1
2010,722619,1
2010,722691,1
2010,722699,1
2010,722710,1
2010,722820,1
2010,722830,1
2010,722840,1
2010,722920,1
2010,730120,1
2010,730230,1
2010,730240,1
2010,730429,1
2010,730431,1
2010,730441,1
2010,730611,1
2010,730629,1
2010,730640,1
2010,730661,1
2010,730711,1
2010,730719,1
2010,730722,1
2010,730723,1
2010,730810,1
2010,730890,1
2010,730900,1
2010,731010,1
2010,731210,1
2010,731412,1
2010,731420,1
2010,731581,1
2010,731589,1
2010,731600,1
2010,731700,1
2010,731813,1
2010,732010,1
2010,732020,1
2010,732190,1
2010,732421,1
2010,732620,1
2010,740311,1
2010,740312,1
2010,740329,1
2010,740400,1
2010,740500,1
2010,740710,1
2010,740729,1
2010,740822,1
2010,740829,1
2010,740919,1
2010,741110,1
2010,741220,1
2010,741510,1
2010,741910,1
2010,741991,1
2010,750220,1
2010,750890,1
2010,760120,1
2010,760410,1
2010,760421,1
2010,760429,1
2010,760511,1
2010,760529,1
2010,760611,1
2010,760612,1
2010,760692,1
2010,760711,1
2010,760719,1
2010,760720,1
2010,760900,1
2010,761010,1
2010,761090,1
2010,761210,1
2010,761290,1
2010,761520,1
2010,761610,1
2010,761691,1
2010,780199,1
2010,780419,1
2010,790111,1
2010,790112,1
2010,790120,1
2010,790700,1
2010,800700,1
2010,810194,1
2010,810197,1
2010,810294,1
2010,810420,1
2010,810520,1
2010,810720,1
2010,810730,1
2010,810790,1
2010,811212,1
2010,811259,1
2010,811292,1
2010,820110,1
2010,820120,1
2010,820190,1
2010,820291,1
2010,820510,1
2010,820530,1
2010,820580,1
2010,820740,1
2010,820750,1
2010,820770,1
2010,820810,1
2010,830140,1
2010,830150,1
2010,830210,1
2010,830230,1
2010,830249,1
2010,830250,1
2010,830300,1
2010,830400,1
2010,830610,1
2010,830790,1
2010,830910,1
2010,831000,1
2010,831110,1
2010,840140,1
2010,840219,1
2010,840220,1
2010,840420,1
2010,840490,1
2010,840590,1
2010,840681,1
2010,840910,1
2010,841011,1
2010,841229,1
2010,841381,1
2010,841520,1
2010,841720,1
2010,841861,1
2010,841891,1
2010,841899,1
2010,842091,1
2010,842119,1
2010,842121,1
2010,842123,1
2010,842199,1
2010,842290,1
2010,842549,1
2010,842611,1
2010,842612,1
2010,842832,1
2010,842919,1
2010,843049,1
2010,843050,1
2010,843290,1
2010,843820,1
2010,843840,1
2010,843999,1
2010,844315,1
2010,844331,1
2010,844842,1
2010,845190,1
2010,845819,1
2010,845921,1
2010,845929,1
2010,845951,1
2010,845959,1
2010,846011,1
2010,846039,1
2010,846231,1
2010,846239,1
2010,846692,1
2010,846694,1
2010,846721,1
2010,846722,1
2010,846890,1
2010,847030,1
2010,847050,1
2010,847090,1
2010,847410,1
2010,847510,1
2010,847521,1
2010,847629,1
2010,847689,1
2010,847751,1
2010,847790,1
2010,847890,1
2010,847950,1
2010,847960,1
2010,847982,1
2010,848020,1
2010,848190,1
2010,848330,1
2010,848490,1
2010,848790,1
2010,850133,1
2010,850240,1
2010,850300,1
2010,850421,1
2010,850423,1
2010,850431,1
2010,850434,1
2010,850450,1
2010,850490,1
2010,850590,1
2010,850720,1
2010,850870,1
2010,851190,1
2010,851310,1
2010,851390,1
2010,851440,1
2010,851531,1
2010,851590,1
2010,851718,1
2010,851769,1
2010,851822,1
2010,851850,1
2010,852190,1
2010,852352,1
2010,852359,1
2010,852851,1
2010,852859,1
2010,852873,1
2010,852910,1
2010,853010,1
2010,853190,1
2010,853225,1
2010,853229,1
2010,853521,1
2010,853590,1
2010,853610,1
2010,853630,1
2010,853641,1
2010,853649,1
2010,853810,1
2010,854012,1
2010,854060,1
2010,854072,1
2010,854411,1
2010,854419,1
2010,854420,1
2010,854430,1
2010,854620,1
2010,854690,1
2010,854810,1
2010,860110,1
2010,860310,1
2010,860500,1
2010,860610,1
2010,860721,1
2010,860791,1
2010,870110,1
2010,870432,1
2010,870490,1
2010,870520,1
2010,870810,1
2010,870870,1
2010,870891,1
2010,870892,1
2010,870893,1
2010,870911,1
2010,870990,1
2010,871420,1
2010,871492,1
2010,871631,1
2010,871639,1
2010,871680,1
2010,880521,1
2010,890130,1
2010,890800,1
2010,900140,1
2010,900150,1
2010,900699,1
2010,900890,1
2010,901010,1
2010,901120,1
2010,901590,1
2010,901780,1
2010,901849,1
2010,901890,1
2010,902511,1
2010,902519,1
2010,902810,1
2010,902990,1
2010,903190,1
2010,903300,1
2010,910690,1
2010,910919,1
2010,911012,1
2010,911190,1
2010,911290,1
2010,911410,1
2010,930629,1
2010,930630,1
2010,940120,1
2010,940180,1
2010,940290,1
2010,940330,1
2010,940389,1
2010,940560,1
2010,940591,1
2010,940592,1
2010,940599,1
2010,940600,1
2010,960350,1
2010,960390,1
2010,960629,1
2010,961220,1
2010,961390,1
2011,10519,1
2011,20210,1
2011,20430,1
2011,40410,1
2011,50400,1
2011,50510,1
2011,50690,1
2011,51000,1
2011,51191,1
2011,60210,1
2011,90112,1
2011,100610,1
2011,100890,1
2011,110210,1
2011,110313,1
2011,110630,1
2011,120510,1
2011,120799,1
2011,120810,1
2011,120922,1
2011,121190,1
2011,121300,1
2011,140190,1
2011,140420,1
2011,150410,1
2011,150420,1
2011,150430,1
2011,151411,1
2011,151521,1
2011,151590,1
2011,151610,1
2011,152190,1
2011,160300,1
2011,170112,1
2011,170290,1
2011,180500,1
2011,180620,1
2011,210230,1
2011,230120,1
2011,230210,1
2011,230500,1
2011,230610,1
2011,240110,1
2011,240399,1
2011,250490,1
2011,250620,1
2011,250810,1
2011,251010,1
2011,251110,1
2011,251120,1
2011,251400,1
2011,251611,1
2011,251690,1
2011,251720,1
2011,251810,1
2011,251910,1
2011,251990,1
2011,252210,1
2011,252220,1
2011,252230,1
2011,252321,1
2011,252510,1
2011,252910,1
2011,260112,1
2011,260300,1
2011,260900,1
2011,261210,1
2011,261510,1
2011,261790,1
2011,261800,1
2011,262021,1
2011,262099,1
2011,262110,1
2011,262190,1
2011,270400,1
2011,270600,1
2011,270710,1
2011,270750,1
2011,270810,1
2011,270900,1
2011,271119,1
2011,271121,1
2011,271210,1
2011,271220,1
2011,271490,1
2011,271500,1
2011,280110,1
2011,280300,1
2011,280700,1
2011,280800,1
2011,280920,1
2011,281810,1
2011,281830,1
2011,282120,1
2011,282410,1
2011,282490,1
2011,282590,1
2011,282630,1
2011,282720,1
2011,282732,1
2011,282741,1
2011,282751,1
2011,283322,1
2011,283329,1
2011,283429,1
2011,283510,1
2011,283529,1
2011,283630,1
2011,283699,1
2011,283720,1
2011,283990,1
2011,284020,1
2011,284410,1
2011,284450,1
2011,284590,1
2011,284690,1
2011,284920,1
2011,284990,1
2011,290121,1
2011,290124,1
2011,290220,1
2011,290241,1
2011,290243,1
2011,290315,1
2011,290319,1
2011,290341,1
2011,290345,1
2011,290351,1
2011,290514,1
2011,290516,1
2011,290542,1
2011,290723,1
2011,290919,1
2011,290920,1
2011,290944,1
2011,291040,1
2011,291211,1
2011,291440,1
2011,291512,1
2011,291570,1
2011,291615,1
2011,291634,1
2011,291636,1
2011,291711,1
2011,291719,1
2011,291735,1
2011,291818,1
2011,291819,1
2011,291891,1
2011,291899,1
2011,291910,1
2011,292211,1
2011,292250,1
2011,292390,1
2011,292412,1
2011,292521,1
2011,292610,1
2011,292990,1
2011,293030,1
2011,293221,1
2011,293292,1
2011,293294,1
2011,293299,1
2011,293329,1
2011,293354,1
2011,293361,1
2011,293371,1
2011,293499,1
2011,293750,1
2011,293890,1
2011,293911,1
2011,293919,1
2011,293941,1
2011,293962,1
2011,293991,1
2011,294200,1
2011,300120,1
2011,300340,1
2011,300390,1
2011,300650,1
2011,310230,1
2011,310240,1
2011,310260,1
2011,310510,1
2011,310520,1
2011,310551,1
2011,310590,1
2011,320411,1
2011,320412,1
2011,320619,1
2011,320810,1
2011,320890,1
2011,321410,1
2011,321490,1
2011,330113,1
2011,330129,1
2011,340211,1
2011,340213,1
2011,340219,1
2011,340490,1
2011,350290,1
2011,350520,1
2011,350710,1
2011,350790,1
2011,360100,1
2011,360200,1
2011,360300,1
2011,370790,1
2011,380590,1
2011,380610,1
2011,380992,1
2011,380993,1
2011,381010,1
2011,381090,1
2011,381119,1
2011,381210,1
2011,381220,1
2011,381400,1
2011,381700,1
2011,382440,1
2011,382450,1
2011,382472,1
2011,382479,1
2011,382481,1
2011,382541,1
2011,382549,1
2011,382550,1
2011,382561,1
2011,382590,1
2011,390110,1
2011,390190,1
2011,390210,1
2011,390311,1
2011,390319,1
2011,390410,1
2011,390421,1
2011,390422,1
2011,390490,1
2011,390512,1
2011,390519,1
2011,390750,1
2011,390760,1
2011,390791,1
2011,390910,1
2011,390920,1
2011,390940,1
2011,390950,1
2011,391721,1
2011,391723,1
2011,391729,1
2011,391731,1
2011,391732,1
2011,391890,1
2011,392010,1
2011,392020,1
2011,392030,1
2011,392062,1
2011,392111,1
2011,392112,1
2011,392113,1
2011,392190,1
2011,392210,1
2011,392290,1
2011,392329,1
2011,392330,1
2011,392390,1
2011,392510,1
2011,392520,1
2011,392610,1
2011,392630,1
2011,400130,1
2011,400219,1
2011,400280,1
2011,400610,1
2011,400819,1
2011,400821,1
2011,400829,1
2011,400912,1
2011,400921,1
2011,400941,1
2011,401012,1
2011,401033,1
2011,401035,1
2011,401036,1
2011,401120,1
2011,401169,1
2011,401211,1
2011,401219,1
2011,401699,1
2011,401700,1
2011,410390,1
2011,410411,1
2011,410419,1
2011,410530,1
2011,410711,1
2011,410712,1
2011,410719,1
2011,410791,1
2011,410792,1
2011,411390,1
2011,411410,1
2011,411510,1
2011,430190,1
2011,430211,1
2011,430219,1
2011,430220,1
2011,440121,1
2011,440130,1
2011,440310,1
2011,440320,1
2011,440392,1
2011,440410,1
2011,440420,1
2011,440500,1
2011,440690,1
2011,440721,1
2011,440791,1
2011,440795,1
2011,440831,1
2011,441011,1
2011,441012,1
2011,441019,1
2011,441112,1
2011,441114,1
2011,441193,1
2011,441300,1
2011,441700,1
2011,441872,1
2011,441890,1
2011,442190,1
2011,470329,1
2011,470429,1
2011,470720,1
2011,470730,1
2011,480210,1
2011,480220,1
2011,480254,1
2011,480262,1
2011,480411,1
2011,480442,1
2011,480449,1
2011,480451,1
2011,480511,1
2011,480519,1
2011,480525,1
2011,480810,1
2011,480830,1
2011,481029,1
2011,481092,1
2011,481159,1
2011,481160,1
2011,481190,1
2011,481200,1
2011,481920,1
2011,481930,1
2011,481950,1
2011,481960,1
2011,482090,1
2011,482210,1
2011,482290,1
2011,482390,1
2011,490600,1
2011,510219,1
2011,510220,1
2011,510330,1
2011,510521,1
2011,510720,1
2011,511120,1
2011,520291,1
2011,520300,1
2011,520411,1
2011,520526,1
2011,520531,1
2011,520547,1
2011,520613,1
2011,520625,1
2011,520634,1
2011,520645,1
2011,520819,1
2011,520843,1
2011,520911,1
2011,520912,1
2011,520921,1
2011,520929,1
2011,520931,1
2011,520943,1
2011,520949,1
2011,520959,1
2011,521112,1
2011,521143,1
2011,521151,1
2011,521152,1
2011,521214,1
2011,521224,1
2011,530390,1
2011,530911,1
2011,540110,1
2011,540219,1
2011,540239,1
2011,540248,1
2011,540252,1
2011,540259,1
2011,540269,1
2011,540710,1
2011,540744,1
2011,540753,1
2011,540771,1
2011,540774,1
2011,540781,1
2011,540793,1
2011,550330,1
2011,550510,1
2011,550520,1
2011,550620,1
2011,550630,1
2011,550690,1
2011,550810,1
2011,550820,1
2011,550911,1
2011,550941,1
2011,550942,1
2011,550952,1
2011,551011,1
2011,551090,1
2011,551211,1
2011,551219,1
2011,551221,1
2011,551319,1
2011,551329,1
2011,551421,1
2011,551423,1
2011,551443,1
2011,551519,1
2011,551631,1
2011,551641,1
2011,551691,1
2011,560122,1
2011,560129,1
2011,560221,1
2011,560311,1
2011,560312,1
2011,560391,1
2011,560392,1
2011,560410,1
2011,560500,1
2011,560749,1
2011,560750,1
2011,560790,1
2011,560811,1
2011,560819,1
2011,560890,1
2011,560900,1
2011,580124,1
2011,580230,1
2011,580300,1
2011,580610,1
2011,580632,1
2011,580640,1
2011,580890,1
2011,581092,1
2011,581099,1
2011,581100,1
2011,590190,1
2011,590210,1
2011,590220,1
2011,590800,1
2011,591110,1
2011,591131,1
2011,591190,1
2011,600290,1
2011,600340,1
2011,600531,1
2011,600590,1
2011,600631,1
2011,600633,1
2011,600641,1
2011,630533,1
2011,630590,1
2011,631010,1
2011,631090,1
2011,660390,1
2011,680100,1
2011,680229,1
2011,680410,1
2011,680510,1
2011,680610,1
2011,680620,1
2011,680790,1
2011,680800,1
2011,680919,1
2011,680990,1
2011,681011,1
2011,681091,1
2011,681099,1
2011,681140,1
2011,681183,1
2011,681280,1
2011,681591,1
2011,690490,1
2011,690510,1
2011,691010,1
2011,691090,1
2011,691410,1
2011,700232,1
2011,700529,1
2011,700729,1
2011,700800,1
2011,700910,1
2011,700991,1
2011,700992,1
2011,701010,1
2011,701939,1
2011,701940,1
2011,701951,1
2011,701952,1
2011,701959,1
2011,701990,1
2011,710420,1
2011,710813,1
2011,711230,1
2011,711291,1
2011,711299,1
2011,720150,1
2011,720211,1
2011,720221,1
2011,720250,1
2011,720421,1
2011,720510,1
2011,720610,1
2011,720810,1
2011,720827,1
2011,720838,1
2011,720839,1
2011,720852,1
2011,720854,1
2011,720890,1
2011,720916,1
2011,720917,1
2011,720925,1
2011,720990,1
2011,721011,1
2011,721070,1
2011,721090,1
2011,721114,1
2011,721119,1
2011,721123,1
2011,721129,1
2011,721190,1
2011,721240,1
2011,721391,1
2011,721399,1
2011,721410,1
2011,721420,1
2011,721550,1
2011,721590,1
2011,721621,1
2011,721631,1
2011,721640,1
2011,721661,1
2011,721669,1
2011,721699,1
2011,721710,1
2011,721720,1
2011,721933,1
2011,722011,1
2011,722219,1
2011,722490,1
2011,722619,1
2011,722691,1
2011,722699,1
2011,722830,1
2011,722850,1
2011,722860,1
2011,722870,1
2011,722990,1
2011,730419,1
2011,730431,1
2011,730441,1
2011,730512,1
2011,730650,1
2011,730661,1
2011,730690,1
2011,730719,1
2011,730722,1
2011,730723,1
2011,730810,1
2011,730840,1
2011,730890,1
2011,731029,1
2011,731210,1
2011,731290,1
2011,731300,1
2011,731420,1
2011,731589,1
2011,731590,1
2011,731600,1
2011,731700,1
2011,731813,1
2011,732010,1
2011,732020,1
2011,732090,1
2011,732190,1
2011,732510,1
2011,732620,1
2011,732690,1
2011,740311,1
2011,740400,1
2011,740819,1
2011,740829,1
2011,740919,1
2011,740929,1
2011,741011,1
2011,741991,1
2011,741999,1
2011,750300,1
2011,750890,1
2011,760320,1
2011,760421,1
2011,760429,1
2011,760511,1
2011,760519,1
2011,760521,1
2011,760529,1
2011,760611,1
2011,760720,1
2011,760810,1
2011,760820,1
2011,760900,1
2011,761010,1
2011,761090,1
2011,761290,1
2011,761610,1
2011,780191,1
2011,780199,1
2011,780600,1
2011,790111,1
2011,790112,1
2011,790500,1
2011,790700,1
2011,800120,1
2011,800700,1
2011,810197,1
2011,810294,1
2011,810330,1
2011,810419,1
2011,810420,1
2011,810430,1
2011,810520,1
2011,810720,1
2011,811213,1
2011,811222,1
2011,811252,1
2011,811292,1
2011,811299,1
2011,820110,1
2011,820120,1
2011,820130,1
2011,820291,1
2011,820530,1
2011,820590,1
2011,820720,1
2011,820740,1
2011,820750,1
2011,830130,1
2011,830140,1
2011,830150,1
2011,830250,1
2011,830300,1
2011,830400,1
2011,830510,1
2011,830790,1
2011,830910,1
2011,831120,1
2011,831190,1
2011,840140,1
2011,840211,1
2011,840219,1
2011,840410,1
2011,840490,1
2011,840510,1
2011,840610,1
2011,840710,1
2011,840910,1
2011,841011,1
2011,841012,1
2011,841013,1
2011,841210,1
2011,841280,1
2011,841319,1
2011,841320,1
2011,841381,1
2011,841459,1
2011,841520,1
2011,841581,1
2011,841583,1
2011,841690,1
2011,841710,1
2011,841850,1
2011,841899,1
2011,841932,1
2011,842121,1
2011,842123,1
2011,842199,1
2011,842220,1
2011,842389,1
2011,842490,1
2011,842531,1
2011,842611,1
2011,842699,1
2011,842820,1
2011,842832,1
2011,842833,1
2011,842890,1
2011,843050,1
2011,843069,1
2011,843210,1
2011,843221,1
2011,843290,1
2011,843320,1
2011,843390,1
2011,843820,1
2011,843840,1
2011,843920,1
2011,843930,1
2011,844331,1
2011,844391,1
2011,845240,1
2011,845310,1
2011,845390,1
2011,845522,1
2011,845590,1
2011,845951,1
2011,845959,1
2011,846039,1
2011,846510,1
2011,846610,1
2011,846692,1
2011,846721,1
2011,846722,1
2011,846729,1
2011,846890,1
2011,847021,1
2011,847030,1
2011,847050,1
2011,847090,1
2011,847141,1
2011,847329,1
2011,847350,1
2011,847420,1
2011,847439,1
2011,847490,1
2011,847690,1
2011,847790,1
2011,847890,1
2011,847950,1
2011,847982,1
2011,848030,1
2011,848250,1
2011,848490,1
2011,850120,1
2011,850133,1
2011,850134,1
2011,850152,1
2011,850164,1
2011,850239,1
2011,850240,1
2011,850300,1
2011,850422,1
2011,850431,1
2011,850432,1
2011,850450,1
2011,850490,1
2011,850519,1
2011,850590,1
2011,850720,1
2011,850790,1
2011,850990,1
2011,851220,1
2011,851390,1
2011,851430,1
2011,851529,1
2011,851590,1
2011,851610,1
2011,851680,1
2011,851690,1
2011,851712,1
2011,851718,1
2011,851822,1
2011,851829,1
2011,851850,1
2011,851890,1
2011,852110,1
2011,852352,1
2011,852359,1
2011,852729,1
2011,852873,1
2011,852910,1
2011,853010,1
2011,853180,1
2011,853225,1
2011,853390,1
2011,853510,1
2011,853630,1
2011,853641,1
2011,853650,1
2011,853669,1
2011,853710,1
2011,853720,1
2011,853810,1
2011,853990,1
2011,854072,1
2011,854390,1
2011,854419,1
2011,854420,1
2011,854430,1
2011,854442,1
2011,854470,1
2011,854620,1
2011,854690,1
2011,854810,1
2011,860110,1
2011,860310,1
2011,860390,1
2011,860721,1
2011,860729,1
2011,860730,1
2011,860799,1
2011,860800,1
2011,870810,1
2011,870850,1
2011,870891,1
2011,870892,1
2011,870899,1
2011,871419,1
2011,871492,1
2011,871639,1
2011,880310,1
2011,880400,1
2011,890400,1
2011,890690,1
2011,890790,1
2011,890800,1
2011,900140,1
2011,900661,1
2011,900669,1
2011,900699,1
2011,900719,1
2011,900791,1
2011,901010,1
2011,901510,1
2011,901710,1
2011,901790,1
2011,901820,1
2011,901910,1
2011,902990,1
2011,903084,1
2011,903220,1
2011,903290,1
2011,903300,1
2011,910610,1
2011,910690,1
2011,911090,1
2011,911220,1
2011,930190,1
2011,930630,1
2011,930700,1
2011,940120,1
