,j,cs,ns,cn,nn
2010,CV,8843.75867,58993.01657,86744.61743,294900.97653
2010,CX,98.824,496.236,9805.012,15777.76
2010,CY,252335.80679,1358223.75693,1086370.11207,4012632.29399
2010,CZ,10335774.9764,23632042.9762,15259110.4046,50911085.5671
2010,DE,43469711.5029,134766637.037,141352078.631,414087255.033
2010,DJ,157921.68,511200.719,79739.428,432744.092
2010,DK,1762898.27827,5851255.75444,11990935.7159,32494910.4075
2010,DM,7656.29857,47273.52737,32034.2251,115544.62794
2010,DO,584577.66769,1828046.38583,2581168.92467,5493076.29086
2010,DZ,2230301.66008,6938931.20135,7070194.19146,19723158.2706
2010,EC,1348235.38046,4729917.06406,1498503.41843,7384396.35512
2010,EE,686179.27219,1534363.40339,1615157.25282,5029310.7507
2010,EG,2214200.77565,11595166.8766,8861471.03634,28183213.7934
2010,ER,49494.774,50447.476,18234.505,115125.459
2010,ES,14532285.2293,28889910.4884,57335053.8542,118083602.012
2010,ET,555250.52559,2107549.84045,612571.16489,2345575.53517
2010,FI,9076707.66559,8666939.54986,7274942.11567,26631900.5085
2010,FJ,60731.63356,148623.17024,173845.13982,503270.31333
2010,FK,16.171,162.296,19575.522,39810.159
2010,FM,3061.214,12584.642,7318.613,13480.792
2010,FR,17012445.5527,48363041.8573,101751222.267,257864704.63
2010,GA,65212.137,231522.169,264191.303,1164343.204
2010,GB,15835769.4881,62144509.1267,87883362.5778,223716340.623
2010,GD,2929.761,9811.898,15424.384,61874.055
2010,GE,145420.95541,483093.13153,720668.27955,1776989.70464
2010,GH,1053648.53681,1466617.30047,984720.33034,4179011.31858
2010,GI,2585.426,121532.917,119729.272,299887.914
2010,GL,2817.99183,13749.19858,116545.35164,311989.92933
2010,GM,40843.16728,189264.75069,45896.61332,197803.46749
2010,GN,101260.652,221715.123,135413.263,475233.209
2010,GQ,2807740.978,304581.798,227867.271,1010745.597
2010,GR,4813898.06521,4468783.74896,12884616.4359,19894794.6949
2010,GT,459576.24512,1709286.52654,1630072.76817,4899359.69459
2010,GU,4524.597,76639.418,21513.259,52440.943
2010,GW,2593.606,7958.499,15908.906,70126.588
2010,GY,35822.44702,248464.46759,123237.36924,597944.46192
2010,HK,22454750.3905,171420686.406,17080434.7197,84066747.4707
2010,HN,155416.30046,608347.36229,894496.79879,3438264.055
2010,HR,1818676.33051,1543195.26109,3469637.84585,7412173.67676
2010,HT,75771.007,262233.857,300519.223,1071844.034
2010,HU,7208718.43689,13315133.9832,9603651.57834,38222791.4751
2010,ID,9344910.68977,38036858.2654,17449500.786,42780181.6186
2010,IE,674829.44943,3460009.16477,9013074.97456,26524112.4811
2010,IL,1462408.48239,6495130.66216,8070422.18762,22228259.2237
2010,IN,27550316.5539,58964409.4698,123631846.04,95657987.4249
2010,IO,10.894,24.114,155.37,1575.388
2010,IQ,763135.768,2955913.276,2494564.673,8122961.15
2010,IR,4430271.701,13940564.47,4497673.653,17982243.621
2010,IS,121754.22989,580852.59251,889553.42552,1933480.33001
2010,IT,28007890.4643,47682124.6779,102273125.907,188357886.795
2010,JM,87406.5,423280.60718,1018953.86859,1573003.54917
2010,JO,524992.57267,2024077.83997,4025072.09076,6110364.57613
2010,JP,43357308.4769,123684027.876,146605059.391,171054180.396
2010,KE,970296.46881,3272730.26402,1769952.38434,3642625.58656
2010,KG,550612.07387,790637.79445,195012.29061,652196.22304
2010,KH,535827.06387,2138727.61577,2220084.62742,2437336.80759
2010,KI,6778.408,24233.595,2984.529,13824.148
2010,KM,6502.263,37225.752,46299.958,236774.329
2010,KN,5301.38543,15989.83064,36469.53618,144635.3335
2010,KP,770119.44,1565441.662,122291.025,141157.791
2010,KR,41450351.6422,119027528.787,85282443.8797,116524681.54
2010,KW,705116.947,3500218.649,1685374.52,6657014.537
2010,KY,281702.526,291231.44,71524.334,2556090.499
2010,KZ,3464858.63833,5069111.10751,2432558.32223,8099603.75123
2010,LA,373578.303,1141310.446,71260.14,354472.775
2010,LB,447972.69716,1882420.05903,2420615.82158,5478646.95847
2010,LC,2781957.908,26653.052,86157.059,93559.757
2010,LK,895855.79537,3432831.77067,1647126.05163,3748773.58004
2010,LR,185053.339,2463031.84,118680.343,6115499.03
2010,LT,6472920.18119,1902506.54611,1982445.14759,6775536.61262
2010,LV,950893.52126,984531.71942,1165229.82979,3997091.51266
2010,LY,503298.725,2032638.226,2332408.567,8703381.941
2010,MA,690524.927,2901404.438,3381534.623,15089056.319
2010,MD,413929.23362,430725.01927,422408.33103,1203489.06985
2010,MG,137766.51059,461579.9458,247192.06378,958743.43488
2010,MH,51839.503,999697.876,11993.372,5298232.221
2010,ML,129490.96133,429305.83106,378221.35973,1295923.91292
2010,MM,1288420.32586,3454232.12891,474945.12293,1381112.93047
2010,MN,364911.403,1006528.187,76364.283,467052.106
2010,MO,283300.73252,1007291.99566,103431.90878,928722.3191
2010,MP,480.147,6808.171,2088.585,3504.216
2010,MR,60749.81,207653.436,135810.071,741863.216
2010,MS,67.196,409.857,922.395,4342.385
2010,MT,89103.81591,780933.3668,597665.58954,4384882.19611
2010,MU,315553.90836,1021288.65966,247346.78198,1179422.60725
2010,MV,41623.53823,112985.28917,88468.64743,314880.96119
2010,MW,253445.67194,615716.14139,216444.69928,560005.77522
2010,MX,7618064.62791,51761427.2698,32701424.1561,136003535.4
2010,MY,10513294.2742,48417050.0485,16084999.442,50251118.2672
2010,MZ,520941.879,1554213.577,154208.214,870465.204
2010,NC,93204.75669,315723.26487,313918.99022,1115106.06504
2010,NE,296617.85176,598424.24764,110499.26592,571513.93206
2010,NF,2.697,11246.256,3364.678,5087.274
2010,NG,2443267.22211,8770768.56523,5055826.74796,17456590.8736
2010,NI,135764.66464,612467.04401,872221.43408,1550906.08816
2010,NL,42182449.3027,65761185.7813,73186242.6307,154585118.7
2010,NO,1991009.60481,8378560.28173,8941043.95776,38117758.2539
2010,NP,696972.55724,1907461.37958,171179.1194,595996.52224
2010,NR,1722.05,1609.63,4029.696,3398.543
2010,NU,8931.776,7759.615,528.514,2990.627
2010,NZ,1340435.69432,4592129.36985,4674504.23015,8829788.13366
2010,OM,662286.233,4570414.38,625447.869,4736457.535
2010,PA,1547502.18051,6303439.53852,3003731.54903,11183290.9979
2010,PE,3065646.94004,8225218.11569,3896740.48957,9304733.10099
2010,PF,32915.97109,140908.80634,158425.73804,510865.94892
2010,PG,169366.909,596649.992,722118.435,1555677.343
2010,PH,4695580.46,20405008.253,3735770.315,19054948.013
2010,PK,2281662.03216,8086269.94933,6967856.27588,11250098.4313
2010,PL,14971487.3989,19422942.7055,24849104.5634,83647396.5493
2010,PM,6.434,51.682,7298.658,23981.254
2010,PN,6.856,181.919,408.283,1134.697
2010,PT,3227639.74095,3802568.20941,15495212.4486,33721874.5985
2010,PW,846.859,7901.379,821.188,4664.111
2010,PY,1081202.44565,3804754.46482,215877.32082,1070963.573
2010,QA,348948.689,2095311.619,1217323.328,7162329.082
2010,RO,3511168.89326,5553013.61335,10360778.649,28814619.8929
2010,RU,7078286.15523,34978672.6731,21414439.2713,94093502.2526
2010,RW,56450.55,254251.778,48451.154,281190.016
2010,SA,5263793.1023,17969774.1492,12185515.6406,46694150.6622
2010,SB,7708.484,28504.887,25191.254,77976.176
2010,SC,24816.128,66225.858,47759.967,158835.94
2010,SD,949582.53089,2375328.82403,1385710.42346,4887563.71955
2010,SE,6174984.21966,11373903.083,23292640.3241,63186490.5151
2010,SG,11737107.0496,52365107.6521,37316416.7693,69439678.7355
2010,SH,1160.455,2773.295,11692.551,7985.362
2010,SI,803311.54963,2289730.51168,4113653.14993,11797405.4875
2010,SK,6462528.05974,5391724.14066,8246954.00833,29510399.3554
2010,SL,38264.677,108234.66,61235.178,272310.708
2010,SM,7530.756,14364.887,41528.597,113626.765
2010,SN,608248.32461,747866.60393,450838.30366,1537872.19076
2010,SO,44244.82,193256.82,2948.267,77498.113
2010,SR,108642.58291,169810.02074,159583.25642,582542.5262
2010,ST,489.221,1420.118,10674.827,37120.615
2010,SV,276792.15769,957460.03444,1363458.9214,3106950.61372
2010,SY,810573.74659,3144703.96605,3029768.4477,7595773.45279
2010,TC,384.018,2845.182,19545.441,46626.787
2010,TD,87240.654,269252.405,90446.244,342865.713
2010,TF,686.687,1864.259,3276.116,15575.178
2010,TG,259946.67923,571673.9118,217815.51371,882333.02233
2010,TH,15703944.1061,53217015.3913,36339546.2285,43860855.1154
2010,TJ,262939.436,558130.889,59533.364,393015.524
2010,TK,147.659,2437.827,12208.825,20796.331
2010,TM,384342.756,679113.551,648755.33,1605567.5
2010,TN,508833.61383,2226786.564,4138838.62165,11918261.8582
2010,TO,3655.13202,12383.92291,15109.61131,51076.02718
2010,TP,34936.628,143666.33,7966.714,40718.378
2010,TR,8559124.19945,26529145.0505,30019400.6242,80731927.8903
2010,TT,660467.64227,1155724.54663,1318282.11936,2351446.48532
2010,TV,1956157.98404,1476679.35955,2640751.44927,5463588.17893
2010,TW,18016620.591,67334105.498,142672054.942,74035864.723
2010,TZ,803433.97641,2056255.3339,496956.56288,1952101.49609
2010,UA,7001055.325,10762401.725,4499231.185,13140242.703
2010,UG,404560.58055,1319348.76299,292710.20456,1008368.95258
2010,US,121466690.463,324090088.331,324203651.138,561590772.602
2010,UY,1216948.27045,2490127.21791,1040001.20032,1944178.95904
2010,UZ,750018.677,1829870.816,671421.747,3239683.928
2010,VC,18664.04119,35637.75338,39771.41375,175661.10829
2010,VE,1788485.584,6639636.306,3178376.331,12384366.231
2010,VG,104525.792,250069.299,452049.42,2105633.788
2010,VN,9027967.58594,26211369.537,9339317.48766,24187110.4752
2010,VU,3706.238,135550.563,14792.8,596391.341
2010,WF,233.096,294.04,8248.236,11484.36
2010,WS,15717.6952,72059.52995,33820.21954,98898.45444
2010,YE,498854.2541,1657842.96296,823205.76373,3292438.09733
2010,ZA,5779817.19182,15161999.5076,18107526.8581,34718847.1674
2010,ZM,537501.28037,1517842.40641,843887.64292,1921209.63506
2010,ZR,510423.29,902269.42,283392.552,957160.018
2010,ZW,474558.75006,1874082.34139,169920.67223,1416909.31658
2011,531,231824.64,150403.626,618849.721,665255.189
2011,534,0.0,0.0,20856.88,57871.073
2011,535,0.0,0.0,37.394,303.27
2011,AD,3295.512,15070.829,110512.198,332432.441
2011,AE,6883683.49,20017162.565,21620551.574,58823728.744
2011,AF,521172.983,1397726.321,829546.523,3510727.074
2011,AG,1356828.242,120326.716,29492.999,747218.78
2011,AI,15.595,1050.294,9261.056,22758.75
2011,AL,121424.7513,145072.92072,798927.74314,2029054.61288
2011,AM,94598.87925,262442.12589,798580.86349,1738396.41863
2011,AO,356847.918,751648.411,2328112.989,6646323.266
2011,AR,5226600.36736,19116192.7564,6707442.13222,27928937.4829
2011,AS,3694.064,29726.869,4833.97,35700.165
2011,AT,2038146.00432,4213237.34114,38284198.9367,87194265.302
2011,AU,9635112.98972,27933082.9721,39241689.6385,87403889.6591
2011,AW,1543737.08809,50258.50916,146567.70443,385699.99736
2011,AZ,586575.76347,1290628.45297,1518807.62865,6642273.19582
2011,BA,83451.0514,456238.73021,2485203.407,4354895.94888
2011,BB,2155922.407,914855.872,109106.55,462518.982
2011,BD,1305464.488,6527152.808,2520369.252,13948845.164
2011,BE,4604622.21597,18537202.7145,93181818.1244,215945639.69
2011,BF,80937.30169,223905.24749,301064.24484,943894.80809
2011,BG,716106.53146,1194178.88911,11172325.8913,11980740.8622
2011,BH,236382.11188,1918188.71289,8235440.789,4891303.36752
2011,BI,7568.426,19790.234,56234.436,210986.312
2011,BJ,187820.63,213213.612,509862.329,3332055.797
2011,BM,385712.20975,1655412.80014,84295.25137,1153483.00525
2011,BN,63887.353,814478.915,333312.909,1208287.374
2011,BO,662069.01542,1408589.93169,937844.67512,3190450.26082
2011,BR,12387802.7759,21428188.9685,34132270.2797,121264910.92
2011,BS,357476.34164,2413510.24123,580650.13331,1727075.21769
2011,BT,107826.62506,421741.57942,41520.35693,139288.27065
2011,BY,161450.72749,813886.87934,18838727.465,14528813.1279
2011,BZ,2698101.43798,169563.77906,109482.432,342117.62156
2011,CA,6887916.58307,20199747.21,83486388.176,211848550.544
2011,CC,0.0,97.221,2362.614,8613.351
2011,CF,7625.78025,44388.46908,34054.79504,146453.65736
2011,CG,149148.152,385223.86,424062.627,1743809.829
2011,CH,1904041.12869,13287378.6573,38349820.1178,131714850.147
2011,CI,1891252.31867,544122.73048,606630.33478,2071431.10646
2011,CK,8533.475,25575.089,2447.018,7878.736
2011,CL,5313321.40683,7475438.50049,10732286.4583,27901249.0175
2011,CM,468394.087,328860.727,536495.815,2165009.883
2011,CN,69114188.5034,331718588.08,315419010.905,604623553.438
2011,CO,1149358.90483,5060862.38737,6461247.9444,28612486.8837
2011,CR,408407.81442,1167019.09784,2359443.86143,8513043.72593
2011,CU,109370.55,425222.191,982898.64,3008521.929
2011,CV,11198.82678,39173.18788,167753.74105,337649.98634
2011,CX,2312.383,3293.796,11490.281,16981.709
2011,CY,159115.23777,1455562.65672,1113618.9939,4789104.54925
2011,CZ,1225147.59528,6624914.92302,35142892.6784,78554472.0975
2011,DE,15088330.4002,61556173.0767,230033269.133,571125658.721
2011,DJ,143769.321,312343.039,198919.571,992883.446
2011,DK,382606.00263,2089874.2155,18541163.7799,41902928.6311
2011,DM,2615.15,12359.863,36214.841,85220.883
2011,DO,374231.02254,941952.94129,3264426.97444,7179839.61958
2011,DZ,4859373.49431,5276598.74842,8540167.20221,25267256.576
2011,EC,955257.92436,3448932.34058,4051934.19078,8897247.06831
2011,EE,112661.49095,741553.14763,3234508.82223,8365339.97054
2011,EG,2521988.52838,7048073.92755,10225018.2097,37228770.2849
2011,ER,2974.477,11396.835,50137.792,266073.972
2011,ES,11193369.5403,15198579.3458,81156001.6869,145057530.19
2011,ET,472531.63016,1048340.02369,952737.21509,3566199.58433
2011,FI,345821.16599,2178953.98268,23763598.1024,35779462.5738
2011,FJ,89253.76284,240326.45868,168479.82304,596353.59551
2011,FK,42.89,213.7,19908.261,64014.272
2011,FM,4762.074,11032.409,2996.559,13849.193
2011,FR,10735213.1973,27473280.5844,143042982.97,328022225.273
2011,GA,33658.212,268110.309,427418.349,1460634.444
2011,GB,10410009.3473,34440140.8921,118219947.323,295849445.961
2011,GD,1327.374,10727.874,14380.628,61291.299
2011,GE,381448.63359,1040641.60064,927864.37589,2329263.94073
2011,GH,390673.76683,1262864.98349,2103003.77004,6366256.85537
2011,GI,184.73,66737.952,214741.329,329198.777
2011,GL,3026.60645,3747.35969,133908.48551,319963.3102
2011,GM,19097.08414,104708.39302,60507.86253,472962.3348
2011,GN,59175.75,136823.121,320869.563,945654.592
2011,GQ,1054345.919,75489.31,424203.306,986023.066
2011,GR,775961.29045,2804395.35835,16375624.9016,19506189.3221
2011,GT,279223.78322,1095697.09159,2352398.15071,6555990.50016
2011,GU,14308.766,90386.462,6103.972,29022.528
2011,GW,1495.589,3659.698,36825.573,97183.297
2011,GY,18245.13307,169472.11355,172922.65267,806207.21393
2011,HK,9187834.36922,66219867.3917,45451396.6417,241738043.85
2011,HN,107837.84567,507749.28677,1223358.70093,4806028.96409
2011,HR,152774.252,837451.93773,5349807.84589,8798459.83211
2011,HT,31015.861,189899.494,460837.245,1306382.782
2011,HU,684249.10288,4336904.57799,23180931.4755,51096365.469
2011,ID,12014969.9429,30430245.471,26199770.385,66086040.008
2011,IE,971037.65629,2195690.80678,10466877.4076,29465118.4499
2011,IL,1368457.92499,6755787.50157,8655797.32844,30162785.4076
2011,IN,23128002.2481,23641837.0961,140249296.795,212188680.293
2011,IO,4.456,0.0,10738.096,2941.446
2011,IQ,2242837.121,4802072.957,3103510.711,9669138.074
2011,IR,3632228.13787,10949935.2869,14518324.5254,39392627.9821
2011,IS,38237.00512,393494.65295,1935550.5588,2220817.88328
2011,IT,10078447.0366,22083642.8598,145887779.346,245320504.382
2011,JM,62527.82844,477755.1317,1450711.2045,1766957.54365
2011,JO,471196.20332,1710849.03807,4655371.24173,7668678.63082
2011,JP,16395377.04,47628134.8203,201503823.869,340012877.157
2011,KE,687302.713,1857546.472,1600083.531,4588974.48
2011,KG,55380.89951,261880.71214,568523.20445,2289272.71468
2011,KH,420422.20247,1889300.39328,1081057.35864,4723690.95492
2011,KI,4726.674,49129.694,4085.19,33946.986
2011,KM,9854.345,20287.191,62311.499,181438.499
2011,KN,762.91619,11532.46095,669007.13819,124917.00148
2011,KP,40206.206,156776.714,1120814.275,1733383.215
2011,KR,16450014.8908,64159961.7525,142638664.721,220891187.15
2011,KW,531660.824,3412417.738,1542397.504,8085712.316
2011,KY,279160.134,1077574.721,54568.962,290018.387
2011,KZ,477297.1392,1778709.60217,8535023.28301,18820922.9441
2011,LA,389987.462,1333883.23,241078.352,658529.369
2011,LB,379574.32049,1301998.0328,1944210.92692,8983654.7024
2011,LC,2941730.804,20501.459,76789.202,91980.14
2011,LK,809499.77125,4113125.86873,2866556.78391,7236101.7243
2011,LR,36405.724,10864884.731,414136.473,5297920.5
2011,LT,155946.99474,335980.03208,11987202.0385,11461997.7008
2011,LV,82598.93659,330755.49235,4143239.29091,6673896.84177
2011,LY,169794.565,497367.553,576653.598,2170405.456
2011,MA,425512.346,2198678.841,4834723.067,20247608.339
2011,MD,75102.27394,215066.13603,763228.61095,2035953.63184
2011,MG,71323.16364,226383.7369,304217.42527,1206230.85741
2011,MH,3206.79,9021928.519,79024.255,2442518.486
2011,ML,47962.6016,157728.72664,393210.15258,1577536.99624
2011,MM,624505.981,2324819.427,1620421.495,4343825.138
2011,MN,82483.475,527691.608,855480.137,2407530.497
2011,MO,21430.673,173721.997,738132.583,1926213.853
2011,MP,1480.931,6795.849,1488.006,10132.432
2011,MR,75476.79019,134319.73034,410180.87705,1568150.23646
2011,MS,223.6167,1058.83172,3940.2124,11120.0579
2011,MT,82516.51938,3243371.95302,553498.67461,4034394.57292
2011,MU,97542.76222,466110.24427,572919.57661,1840345.27962
2011,MV,59447.61619,143582.74254,169061.73369,368969.15827
2011,MW,45181.00211,296365.08655,357728.45227,1154256.17616
2011,MX,5126047.15835,29726818.2407,52135975.7273,175552364.664
2011,MY,7830765.06843,33304051.165,26996124.9376,81139911.6636
2011,MZ,142121.973,429859.214,870560.841,3041875.922
2011,NC,59419.13113,281147.82154,412265.62884,1115953.3126
2011,NE,32479.91163,165734.08,189008.29314,864312.91033
2011,NF,921.782,4731.268,993.409,3858.208
2011,NG,1313555.6446,7702191.42731,5822474.04875,25740461.1991
2011,NI,106210.31126,481612.65783,1195964.29943,2229685.3769
2011,NL,10192513.1865,32910288.6629,132563044.118,227845232.306
2011,NO,899511.74211,5329965.90187,14319238.7246,47800218.0157
2011,NP,788254.07178,1597873.78182,543174.99931,906506.0862
2011,NR,71.329,462.154,2650.833,7633.002
2011,NU,3595.15,87231.694,415.097,888.604
2011,NZ,630677.41203,3089516.05452,7548306.69629,13618545.6989
2011,OM,606625.097,5096820.553,1901457.386,5028919.116
2011,PA,1832383.85239,18731083.6779,3240493.37398,15102296.7996
2011,PE,2119870.41715,5060079.74436,7642377.48301,15819340.2121
2011,PF,30101.14112,112730.13697,147565.00729,506355.30877
2011,PG,194159.59024,683591.58024,1393786.00944,2895098.97372
2011,PH,3419415.399,16470769.038,8781290.594,27108475.134
2011,PK,1565541.54109,3959292.72899,10169139.7523,17365781.5841
2011,PL,1448765.44987,10218950.1867,55622026.0595,106211511.533
2011,PM,0.0,500.425,7396.097,23061.455
2011,PN,68.081,215.099,536.443,2543.985
2011,PT,3123537.62086,3412107.381,18715763.0481,34134628.1951
2011,PW,1069.976,5200.968,2080.324,3947.971
2011,PY,825486.64198,2138890.99744,1256162.47584,3411759.72409
2011,QA,516205.207,1773759.643,2358350.504,7018000.182
2011,RO,838198.78174,3425841.57762,18569954.772,37493183.2866
2011,RU,4053261.79624,29398434.5547,42061461.3229,145747419.508
2011,RW,26298.78443,106357.55351,244505.07986,723072.56838
2011,SA,5086634.665,16867355.161,16817836.871,60396430.988
2011,SB,11716.61,26093.85,38449.8,118361.769
2011,SC,26151.088,34813.733,75462.8,173919.574
2011,SD,328150.28588,1210926.85551,1687083.04823,6022941.59909
2011,SE,1225772.11336,4702900.18409,40087277.6353,80182834.4337
2011,SG,8089287.285,37661687.4277,62651767.2798,102754490.909
2011,SH,36.63,179.042,6511.136,16810.398
2011,SI,321359.07938,1370845.68682,5768949.17377,14380096.9065
2011,SK,1180747.49166,4717166.38664,20892599.2026,33404463.0752
2011,SL,32574.947,113476.659,203521.084,629589.253
2011,SM,2077.31,1114.589,55295.546,156065.119
2011,SN,696138.18882,413137.17646,767539.04385,2579251.66249
2011,SO,2954.794,60212.311,16647.992,176935.346
2011,SR,19784.86857,130629.99428,226588.49373,736916.54592
2011,ST,1387.91618,9630.31901,16772.40413,57636.8035
2011,SV,235023.15989,759655.52397,1678486.79623,4265559.85652
2011,SY,528997.676,2348117.443,1624349.266,7055092.68
2011,TC,41.344,2910.3735,25793.52592,58157.82095
2011,TD,6387.601,37715.338,90062.913,380808.512
2011,TF,19.032,120.304,11413.438,17995.231
2011,TG,123404.29898,433793.72192,349507.28888,1520551.38172
2011,TH,15094915.8975,40230637.5826,50589402.0561,85512868.5633
2011,TJ,32844.735,74078.192,363161.454,1363222.928
2011,TK,359.243,14660.655,4869.205,6289.016
2011,TM,650083.343,1098461.733,767928.544,2648020.798
2011,TN,527449.09227,1478567.12425,4626388.94943,13379889.5444
2011,TO,12488.6918,34297.84481,9014.32505,32648.2888
2011,TP,2811.6,26453.837,68565.95,299073.297
2011,TR,3558995.85344,13793278.3747,36123076.8205,121553522.347
2011,TT,1469137.445,556300.949,1105037.96,1871053.457
2011,TV,218528.14187,640095.14197,5860945.25086,7922050.65828
2011,TW,14690015.554,53170087.088,235355874.379,118228635.427
2011,TZ,347444.93635,1118985.36717,1205952.25934,4431784.31213
2011,UA,823178.65969,3355188.68054,28774016.4096,30590711.6682
2011,UG,216333.82402,654656.20608,621552.87295,2097258.30557
2011,US,91452898.7353,186044723.943,485404188.282,790044861.82
2011,UY,721438.03448,1208877.37578,2069586.36914,3983855.48525
2011,UZ,956571.996,1290909.354,1681607.256,4157636.13
2011,VC,3006.19507,16187.13618,55917.68204,205817.64753
2011,VE,1826792.734,4148219.354,7304995.511,17856652.21
2011,VG,5170.446,795296.2,494725.399,1323908.491
2011,VN,7499858.75355,21753455.9938,13786709.6778,42130100.9094
2011,VU,4421.355,44748.459,69032.582,157669.708
2011,WF,321.221,1546.419,4270.062,12064.238
2011,WS,51251.15882,96437.3026,28691.11878,67538.87204
2011,YE,355919.9714,848338.30487,746519.55742,4231326.09782
2011,ZA,8131400.14643,8879308.29658,24065088.1488,49249647.8463
2011,ZM,81633.52,348499.94427,2566615.13497,3426695.59247
2011,ZR,18816.044,112818.324,1036465.824,2383313.121
2011,ZW,42711.63612,246134.81589,835690.75299,3231425.01822
2012,531,2386.918,6862.508,724414.066,538053.678
2012,534,0.0,0.0,27845.893,95481.921
2012,535,0.0,0.0,4.89,946.808
2012,728,1745.954,11528.806,16788.204,57689.272
2012,729,166506.7714,804917.60698,1646368.1269,4244173.54097
2012,AD,66446.31571,12147.6651,102671.33747,302406.81284
2012,AE,2790297.486,7310205.005,27517144.576,79521933.817
2012,AF,719337.483,980220.871,430615.689,2302379.436
2012,AG,337692.754,189961.077,70312.803,160834.411
2012,AI,0.0,1912.087,6931.15,14085.129
2012,AL,34940.67926,183219.87889,688857.24148,1763009.77365
2012,AM,582254.13693,562707.93136,361769.0579,1398343.33038
2012,AO,133412.307,246235.126,3250941.81,8853889.894
2012,AR,367295.46963,1070184.44628,10406305.2418,44291889.9213
2012,AS,43.755,20.593,23997.541,20870.068
2012,AT,3512956.07304,3294002.19349,31236694.4803,84144554.6842
2012,AU,3655538.76333,2634555.19983,46263617.2542,120979599.997
2012,AW,604.76254,1319.98483,183364.7242,370611.70892
2012,AZ,565095.96511,1791660.17344,1755674.46886,6535896.81551
2012,BA,875845.22165,292788.713,1396714.01011,4000799.59719
2012,BB,170683.339,2686144.129,123768.289,379514.342
2012,BD,1011043.172,4307566.946,3295707.842,15024198.173
2012,BE,3395668.40066,10503700.4071,85996499.2314,212682215.305
2012,BF,23000.944,54182.956,377230.575,1049441.259
2012,BG,6578522.21164,2162094.71381,6481773.76997,11372829.8216
2012,BH,70988.65655,514255.2662,1648365.00732,6106352.03029
2012,BI,3907.278,16286.017,82451.829,192079.409
2012,BJ,89575.592,104017.601,653888.207,2591642.122
2012,BM,15061.2673,16111.5943,307186.39614,1542164.15577
2012,BN,2278.24601,22834.92605,1830987.66603,1561914.31032
2012,BO,152519.33732,319238.98349,1138577.78317,4731830.30963
2012,BR,10027731.9802,5673041.49707,35257079.4532,132912925.235
2012,BS,175005.7787,501423.06073,1433858.21162,1609215.56856
2012,BT,141451.69205,299980.93749,54861.7349,159295.85217
2012,BY,14682509.7616,6964171.16787,2285205.94428,9356770.05087
2012,BZ,22492.88951,27666.44118,142310.89114,333615.03636
2012,CA,5809600.61778,3546735.14802,87877452.3603,238322798.756
2012,CC,0.0,522.73,3364.518,10240.34
2012,CF,2653.89224,12675.54609,35291.57308,126093.7905
2012,CG,49232.819,103822.698,684769.766,1834666.777
2012,CH,10192376.2744,3065044.85781,119626922.509,98461906.2779
2012,CI,2277839.58135,358193.8746,1352834.11107,3319749.98025
2012,CK,38.018,30.386,10967.58,30108.556
2012,CL,972821.41984,1578206.18284,12685436.1122,40538592.1423
2012,CM,986874.489,114555.251,614824.139,2327046.008
2012,CN,53276325.5861,54176102.2122,391835604.612,850519326.22
2012,CO,675951.05927,1327012.66527,6564373.10069,32483851.5613
2012,CR,49393.87556,124200.02612,2262745.75248,9942167.03391
2012,CU,37902.606,181285.932,990822.908,3305558.995
2012,CV,157.64939,1830.33962,119100.3153,314815.70111
2012,CX,0.0,27.275,9245.829,17295.291
2012,CY,332598.3622,337993.47876,1246283.07751,3193562.21565
2012,CZ,8845046.42357,7513538.04776,23644732.8319,72162958.1038
2012,DE,41818749.8221,40576414.7334,179979411.651,553792027.883
2012,DJ,73334.875,313317.483,254073.762,1298530.405
2012,DK,1420052.03658,2336745.00727,14880840.1446,40436121.4929
2012,DM,735.98228,2113.09365,37378.85499,97347.21757
2012,DO,60926.02704,143041.04879,2923761.02628,8189748.71476
2012,DZ,1334192.76713,2354398.99995,6449355.93113,30872459.1212
2012,EC,593083.80428,808838.34587,4736293.33808,12102005.0241
2012,EE,940292.6224,1115690.88336,3079740.25722,7947691.49988
2012,EG,940052.41853,10731113.4848,10544364.7111,34932079.4789
2012,ER,3103.511,21664.42,72791.448,177948.147
2012,ES,13521703.9025,9929515.64256,67842139.1105,136314202.042
2012,ET,392021.75384,966645.02609,1436044.65442,4836705.2886
2012,FI,8642744.2462,3041092.70725,11691012.4128,31215828.8231
2012,FJ,5576.19087,13062.61022,234482.6812,790706.87455
2012,FK,49.486,51.401,29624.292,54622.612
2012,FM,0.0,11.11,9759.424,28115.821
2012,FR,9779802.51254,13643095.3879,115772599.306,314508596.697
2012,GA,17454.228,49146.001,511649.839,1634677.901
2012,GB,16557640.402,14778977.4189,126193264.641,280820642.649
2012,GD,341.496,342.467,18580.769,58162.208
2012,GE,246373.80118,578607.81882,1239536.12746,3444313.25054
2012,GH,681770.922,613585.56717,2535555.62438,7926706.64685
2012,GI,62741.179,73574.065,98186.877,606455.271
2012,GL,727.62156,1679.41093,104092.61588,259653.59012
2012,GM,12404.12131,44538.35461,117121.96292,416868.79921
2012,GN,24639.396,44508.323,357313.93,1094366.147
2012,GQ,3712.042,8636.439,461561.823,1015388.075
2012,GR,7331537.71223,1145336.96897,15469936.6146,18019362.298
2012,GT,121037.78563,398143.61413,1865876.60232,8013728.70243
2012,GU,144.223,738.249,17830.683,136244.229
